,start_time,end_time,chord,song_num
0,0,2.721993,start_chord,0
1,2.721993,4.055323,B:maj,0
2,4.055323,5.388653,C#:maj,0
3,5.388653,6.721983,Bb:min,0
4,6.721983,8.055313,Eb:min,0
5,8.055313,9.388643,B:maj,0
6,9.388643,10.721973,C#:maj,0
7,10.721973,13.388633,F#:maj,0
8,13.388633,14.055298,B:maj,0
9,14.055298,14.721963,F#:maj7,0
10,14.721963,16.055293,C#:maj,0
11,16.055293,16.721958,Bb:min,0
12,16.721958,17.388623,Bb:sus4,0
13,17.388623,18.721953,Eb:min,0
14,18.721953,19.388618,B:maj,0
15,19.388618,20.055283,F#:maj7,0
16,20.055283,21.388613,C#:maj,0
17,21.388613,24.055273,F#:maj,0
18,24.055273,25.388603,B:maj,0
19,25.388603,26.721933,C#:maj,0
20,26.721933,28.055263,Bb:min,0
21,28.055263,29.388593,Eb:min,0
22,29.388593,30.721923,B:maj,0
23,30.721923,32.055253,C#:maj,0
24,32.055253,34.721913,F#:maj,0
25,34.721913,36.055243,B:maj,0
26,36.055243,37.388573,C#:maj,0
27,37.388573,38.721903,Bb:min,0
28,38.721903,40.055233,Eb:min,0
29,40.055233,41.388563,B:maj,0
30,41.388563,42.721893,C#:maj,0
31,42.721893,45.388553,F#:maj,0
32,45.388553,46.055218,B:maj,0
33,46.055218,46.721883,F#:maj7,0
34,46.721883,48.055213,C#:maj,0
35,48.055213,48.721878,Bb:min,0
36,48.721878,49.388543,Bb:sus4,0
37,49.388543,50.721873,Eb:min,0
38,50.721873,51.388538,B:maj,0
39,51.388538,52.055203,F#:maj7,0
40,52.055203,53.388533,C#:maj,0
41,53.388533,56.055193,F#:maj,0
42,56.055193,56.721858,B:maj,0
43,56.721858,57.388523,F#:maj7,0
44,57.388523,58.721853,C#:maj,0
45,58.721853,59.388518,Bb:min,0
46,59.388518,60.055183,Bb:sus4,0
47,60.055183,61.388513,Eb:min,0
48,61.388513,62.055178,B:maj,0
49,62.055178,62.721843,F#:maj7,0
50,62.721843,64.055173,C#:maj,0
51,64.055173,66.721833,F#:maj,0
52,66.721833,68.055163,B:maj,0
53,68.055163,69.388493,C#:maj,0
54,69.388493,70.721823,Bb:min,0
55,70.721823,72.055153,Eb:maj,0
56,72.055153,73.388483,B:maj,0
57,73.388483,74.721813,C#:maj,0
58,74.721813,77.388473,F#:maj,0
59,77.388473,78.721803,B:maj,0
60,78.721803,80.055133,C#:maj,0
61,80.055133,81.388463,Bb:min,0
62,81.388463,82.721793,Eb:min,0
63,82.721793,84.055123,B:maj,0
64,84.055123,85.388453,C#:maj,0
65,85.388453,88.055113,F#:maj,0
66,88.055113,89.388443,B:maj,0
67,89.388443,90.721773,C#:maj,0
68,90.721773,92.055103,Bb:min,0
69,92.055103,93.388433,Eb:min,0
70,93.388433,94.721763,B:maj,0
71,94.721763,96.055093,C#:maj,0
72,96.055093,98.721753,F#:maj,0
73,98.721753,99.388418,B:maj,0
74,99.388418,100.055083,F#:maj7,0
75,100.055083,101.388413,C#:maj,0
76,101.388413,102.055078,Bb:min,0
77,102.055078,102.721743,Bb:sus4,0
78,102.721743,104.055073,Eb:min,0
79,104.055073,104.721738,B:maj,0
80,104.721738,105.388403,F#:maj7,0
81,105.388403,106.721733,C#:maj,0
82,106.721733,109.388393,F#:maj,0
83,109.388393,110.055058,B:maj,0
84,110.055058,110.721723,F#:maj7,0
85,110.721723,112.055053,C#:maj,0
86,112.055053,112.721718,Bb:min,0
87,112.721718,113.388383,Bb:sus4,0
88,113.388383,114.721713,Eb:min,0
89,114.721713,115.388378,B:maj,0
90,115.388378,116.055043,F#:maj7,0
91,116.055043,117.388373,C#:maj,0
92,117.388373,120.055033,F#:maj,0
